"","observed","chao1","diversity_inverse_simpson","diversity_gini_simpson","diversity_shannon","diversity_fisher","diversity_coverage","evenness_camargo","evenness_pielou","evenness_simpson","evenness_evar","evenness_bulla","dominance_dbp","dominance_dmn","dominance_absolute","dominance_relative","dominance_simpson","dominance_core_abundance","dominance_gini","rarity_log_modulo_skewness","rarity_low_abundance","rarity_rare_abundance"
"B_i32_S_M03",41,48,6.78506383786517,0.852617451523546,2.31360739516481,6.42151063750443,3,0.19599486521181,0.623014002046303,0.16548936189915,0.158697182264269,0.288019736842105,0.280263157894737,0.448157894736842,1065,0.280263157894737,0.147382548476454,0.186052631578947,0.998870470138601,2.04341152106526,0.0163157894736842,0.460263157894737
"B_i32_S_M04",28,28,5.56580406982078,0.820331440443213,2.16235900187022,4.09748487998251,3,0.309877819548872,0.64892745786378,0.198778716779313,0.219992050229163,0.34374269005848,0.342894736842105,0.499210526315789,1303,0.342894736842105,0.179668559556787,0.143684210526316,0.999018741078418,2.01418998832604,0.01,0.362105263157895
"B_i32_S_M05",36,36.5,4.31305361806656,0.768145706371191,1.96728648864237,5.50595703771968,2,0.210650584795322,0.548981747390998,0.119807044946293,0.223998795498135,0.245293233082707,0.373947368421053,0.644736842105263,1421,0.373947368421053,0.231854293628809,0.361052631578947,0.999083743917975,2.05228333619028,0.0118421052631579,0.215
"B_i32_S_M06",56,58,8.034443503507,0.875535872576177,2.61119133816038,9.31171557090408,3,0.238632518796992,0.648686509596258,0.143472205419768,0.218788879353867,0.322334928229665,0.243947368421053,0.396315789473684,927,0.243947368421053,0.124464127423823,0.405789473684211,0.998361038203558,2.05684375615666,0.0197368421052632,0.302105263157895
"B_i32_S_M07",49,51,5.18103482918372,0.80698836565097,2.2858132753124,7.93747663137144,2,0.214908700322234,0.587337826574905,0.105735404677219,0.215982981011658,0.318985745614035,0.332631578947368,0.592894736842105,1264,0.332631578947368,0.193011634349031,0.388157894736842,0.998701938573467,2.0393263754746,0.0171052631578947,0.266842105263158
"B_i32_S_M08",43,44.5,5.56941910650164,0.820448060941828,2.45937101684915,6.79478020190698,3,0.266842105263158,0.653879331383472,0.129521374569806,0.227235071117225,0.381296992481203,0.383947368421053,0.498157894736842,1459,0.383947368421053,0.179551939058172,0.454736842105263,0.998501711408881,2.03950196265577,0.0123684210526316,0.280263157894737
"B_i32_S_M09",46,46,7.52389775418947,0.867090166204986,2.649613481047,7.36191992171876,3,0.2616647597254,0.692050575297213,0.163562994656293,0.273848748828245,0.385555555555556,0.280789473684211,0.462105263157895,1067,0.280789473684211,0.132909833795014,0.348157894736842,0.998251216404968,2.0477501517665,0.00894736842105263,0.198421052631579
"B_i32_S_M10",40,40,5.78896728672226,0.827257617728532,2.22455977598425,6.23635923240113,2,0.194315789473684,0.603044855126226,0.144724182168056,0.21365590387654,0.278002699055331,0.297631578947368,0.52,1131,0.297631578947368,0.172742382271468,0.428684210526316,0.998888888888889,2.05140312768517,0.0121052631578947,0.201315789473684
"B_i32_S_M11",57,58.4285714285714,12.326267070258,0.91887243767313,2.95363122679176,9.51148481941387,5,0.249732225300092,0.730545083682236,0.216250299478211,0.210182971211999,0.377232142857143,0.177105263157895,0.302368421052632,673,0.177105263157895,0.0811275623268698,0.312368421052632,0.997855827232122,2.04824072883273,0.0155263157894737,0.236578947368421
"B_i32_S_M12",43,43,10.632031572127,0.90594459833795,2.81874227868835,6.79478020190698,4,0.378971848225214,0.749426297985895,0.247256548189,0.264271097987396,0.424943609022556,0.197631578947368,0.316052631578947,751,0.197631578947368,0.0940554016620499,0.231052631578947,0.998057435802981,2.04738657682994,0.0121052631578947,0.342368421052632
"B_i32_S2",34,34,7.96277567802153,0.874415650969529,2.42755982689174,5.14708684856342,3,0.404930340557276,0.688403755074355,0.234199284647692,0.20090177201158,0.34585326953748,0.214736842105263,0.405263157894737,816,0.214736842105263,0.125584349030471,0.107894736842105,0.99875074826173,2.03662676677837,0.01,0.32921052631579
"B_i32_S3",31,31,7.72859569703477,0.870610387811634,2.32385822097573,4.61707414860265,3,0.60874363327674,0.676723028536779,0.249309538614025,0.177150077072167,0.323456140350877,0.191315789473684,0.367894736842105,727,0.191315789473684,0.129389612188366,0.0523684210526316,0.998858114226949,2.02955085955121,0.00789473684210526,0.445789473684211
